,unpriv,priv,SUM
TP,282.0,145.0,427.0
TN,960.0,1122.0,2082.0
FP,330.0,378.0,708.0
FN,288.0,215.0,503.0
size,1860.0,1860.0,3720.0
accuracy_equality,0.667741935483871,0.6811827956989247,1.3489247311827957
opportunity_equality,0.49473684210526314,0.4027777777777778,0.8975146198830409
predictive_equality,0.2558139534883721,0.252,0.5078139534883721
statistical_parity,0.32903225806451614,0.28118279569892474,0.6102150537634409
predictive_parity,0.46078431372549017,0.27724665391969405,0.7380309676451842
neg_predictive_parity,0.7692307692307693,0.8391922213911742,1.6084229906219436
treatment equality,0.5062984496124031,0.421953488372093,0.9282519379844961
