,unpriv,priv,SUM
TP,281.0,144.0,425.0
TN,950.0,1154.0,2104.0
FP,340.0,346.0,686.0
FN,289.0,216.0,505.0
size,1860.0,1860.0,3720.0
accuracy_equality,0.6618279569892473,0.6978494623655914,1.3596774193548389
opportunity_equality,0.49298245614035086,0.4,0.8929824561403509
predictive_equality,0.26356589147286824,0.23066666666666666,0.4942325581395349
statistical_parity,0.3338709677419355,0.26344086021505375,0.5973118279569892
predictive_parity,0.4524959742351047,0.2938775510204082,0.7463735252555128
neg_predictive_parity,0.7667473769168685,0.8423357664233576,1.609083143340226
treatment equality,0.5198358413132695,0.3844444444444444,0.9042802857577139
