,unpriv,priv,SUM
TP,1393.0,1328.0,2721.0
TN,39.0,29.0,68.0
FP,141.0,211.0,352.0
FN,17.0,22.0,39.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.9006289308176101,0.8534591194968554,1.7540880503144654
opportunity_equality,0.9879432624113476,0.9837037037037037,1.9716469661150513
predictive_equality,0.7833333333333333,0.8791666666666667,1.6625
statistical_parity,0.9647798742138365,0.9679245283018868,1.9327044025157232
predictive_parity,0.9080834419817471,0.8628979857050032,1.7709814276867504
neg_predictive_parity,0.6964285714285714,0.5686274509803921,1.2650560224089635
treatment equality,64.97058823529412,53.94886363636364,118.91945187165776
