,unpriv,priv,SUM
TP,1397.0,1309.0,2706.0
TN,45.0,35.0,80.0
FP,135.0,205.0,340.0
FN,13.0,41.0,54.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.9069182389937107,0.8452830188679246,1.7522012578616353
opportunity_equality,0.9907801418439717,0.9696296296296296,1.9604097714736013
predictive_equality,0.75,0.8541666666666666,1.6041666666666665
statistical_parity,0.9635220125786164,0.9522012578616352,1.9157232704402516
predictive_parity,0.9118798955613577,0.8645970937912814,1.776476989352639
neg_predictive_parity,0.7758620689655172,0.4605263157894737,1.2363883847549908
treatment equality,81.34615384615385,28.125,109.47115384615385
