,unpriv,priv,SUM
TP,1362.0,1253.0,2615.0
TN,31.0,94.0,125.0
FP,149.0,146.0,295.0
FN,48.0,97.0,145.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.8761006289308176,0.8471698113207548,1.7232704402515724
opportunity_equality,0.9659574468085106,0.9281481481481482,1.8941055949566588
predictive_equality,0.8277777777777777,0.6083333333333333,1.436111111111111
statistical_parity,0.950314465408805,0.879874213836478,1.830188679245283
predictive_parity,0.9013898080741231,0.8956397426733381,1.7970295507474612
neg_predictive_parity,0.3924050632911392,0.49214659685863876,0.884551660149778
treatment equality,24.31597222222222,8.466494845360824,32.78246706758304
