,unpriv,priv,SUM
TP,1367.0,1254.0,2621.0
TN,34.0,76.0,110.0
FP,146.0,164.0,310.0
FN,43.0,96.0,139.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.8811320754716981,0.8364779874213837,1.717610062893082
opportunity_equality,0.9695035460992908,0.9288888888888889,1.8983924349881796
predictive_equality,0.8111111111111111,0.6833333333333333,1.4944444444444445
statistical_parity,0.9515723270440252,0.8918238993710692,1.8433962264150945
predictive_parity,0.9035029742233972,0.8843441466854725,1.7878471209088698
neg_predictive_parity,0.44155844155844154,0.4418604651162791,0.8834189066747207
treatment equality,26.596899224806204,9.609375,36.20627422480621
