,unpriv,priv,SUM
TP,1383.0,1292.0,2675.0
TN,36.0,55.0,91.0
FP,144.0,185.0,329.0
FN,27.0,58.0,85.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.8924528301886793,0.8471698113207548,1.739622641509434
opportunity_equality,0.9808510638297873,0.957037037037037,1.9378881008668243
predictive_equality,0.8,0.7708333333333334,1.5708333333333333
statistical_parity,0.960377358490566,0.9289308176100629,1.889308176100629
predictive_parity,0.9056974459724951,0.8747461069735951,1.7804435529460902
neg_predictive_parity,0.5714285714285714,0.48672566371681414,1.0581542351453854
treatment equality,41.77777777777778,17.941810344827587,59.719588122605366
