,unpriv,priv,SUM
TP,268.0,72.0,340.0
TN,1107.0,1098.0,2205.0
FP,183.0,402.0,585.0
FN,302.0,288.0,590.0
size,1860.0,1860.0,3720.0
accuracy_equality,0.739247311827957,0.6290322580645161,1.368279569892473
opportunity_equality,0.47017543859649125,0.2,0.6701754385964913
predictive_equality,0.14186046511627906,0.268,0.40986046511627905
statistical_parity,0.24247311827956988,0.25483870967741934,0.49731182795698925
predictive_parity,0.5942350332594235,0.1518987341772152,0.7461337674366387
neg_predictive_parity,0.7856635911994322,0.7922077922077922,1.5778713834072244
treatment equality,0.2677498844909903,0.335,0.6027498844909903
