,unpriv,priv,SUM
TP,9.0,71.0,80.0
TN,383.0,252.0,635.0
FP,7.0,18.0,25.0
FN,231.0,289.0,520.0
size,630.0,630.0,1260.0
accuracy_equality,0.6222222222222222,0.5126984126984127,1.1349206349206349
opportunity_equality,0.0375,0.19722222222222222,0.23472222222222222
predictive_equality,0.017948717948717947,0.06666666666666667,0.08461538461538462
statistical_parity,0.025396825396825397,0.14126984126984127,0.16666666666666666
predictive_parity,0.5625,0.797752808988764,1.360252808988764
neg_predictive_parity,0.6237785016286646,0.4658040665434381,1.0895825681721028
treatment equality,0.018648018648018645,0.08304498269896193,0.10169300134698057
