,unpriv,priv,SUM
TP,290.0,148.0,438.0
TN,1049.0,1269.0,2318.0
FP,241.0,231.0,472.0
FN,280.0,212.0,492.0
size,1860.0,1860.0,3720.0
accuracy_equality,0.7198924731182795,0.7618279569892473,1.4817204301075269
opportunity_equality,0.5087719298245614,0.4111111111111111,0.9198830409356725
predictive_equality,0.1868217054263566,0.154,0.3408217054263566
statistical_parity,0.2854838709677419,0.20376344086021506,0.489247311827957
predictive_parity,0.5461393596986818,0.39050131926121373,0.9366406789598956
neg_predictive_parity,0.7893152746425884,0.8568534773801485,1.6461687520227368
treatment equality,0.3803156146179402,0.2615094339622641,0.6418250485802044
