,unpriv,priv,SUM
TP,297.0,161.0,458.0
TN,1078.0,1268.0,2346.0
FP,212.0,232.0,444.0
FN,273.0,199.0,472.0
size,1860.0,1860.0,3720.0
accuracy_equality,0.739247311827957,0.7682795698924731,1.5075268817204301
opportunity_equality,0.5210526315789473,0.44722222222222224,0.9682748538011696
predictive_equality,0.16434108527131783,0.15466666666666667,0.3190077519379845
statistical_parity,0.27365591397849465,0.21129032258064517,0.4849462365591398
predictive_parity,0.5834970530451866,0.40966921119592875,0.9931662642411154
neg_predictive_parity,0.7979274611398963,0.8643490115882754,1.6622764727281716
treatment equality,0.3431297384785757,0.27979899497487437,0.6229287334534501
