,unpriv,priv,SUM
TP,1392.0,1281.0,2673.0
TN,7.0,41.0,48.0
FP,173.0,199.0,372.0
FN,18.0,69.0,87.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.879874213836478,0.8314465408805032,1.711320754716981
opportunity_equality,0.9872340425531915,0.9488888888888889,1.9361229314420805
predictive_equality,0.9611111111111111,0.8291666666666667,1.7902777777777779
statistical_parity,0.9842767295597484,0.9308176100628931,1.9150943396226414
predictive_parity,0.8894568690095846,0.8655405405405405,1.7549974095501253
neg_predictive_parity,0.28,0.37272727272727274,0.6527272727272728
treatment equality,75.28703703703704,16.222826086956523,91.50986312399357
