,unpriv,priv,SUM
TP,1410.0,1345.0,2755.0
TN,21.0,7.0,28.0
FP,159.0,233.0,392.0
FN,0.0,5.0,5.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.9,0.8503144654088051,1.7503144654088052
opportunity_equality,1.0,0.9962962962962963,1.9962962962962965
predictive_equality,0.8833333333333333,0.9708333333333333,1.8541666666666665
statistical_parity,0.9867924528301887,0.9924528301886792,1.979245283018868
predictive_parity,0.8986615678776291,0.8523447401774398,1.7510063080550688
neg_predictive_parity,1.0,0.5833333333333334,1.5833333333333335
treatment equality,0.0,262.125,262.125
