,unpriv,priv,SUM
TP,5880.0,18337.0,24217.0
TN,75968.0,52637.0,128605.0
FP,1762.0,6133.0,7895.0
FN,4470.0,10973.0,15443.0
size,88080.0,88080.0,176160.0
accuracy_equality,0.9292461398728429,0.8057901907356948,1.7350363306085377
opportunity_equality,0.5681159420289855,0.6256226543841692,1.1937385964131546
predictive_equality,0.022668210472147177,0.10435596392717372,0.1270241743993209
statistical_parity,0.08676203451407812,0.2778156221616712,0.3645776566757493
predictive_parity,0.7694320858414028,0.7493665713118104,1.518798657153213
neg_predictive_parity,0.9444292498570327,0.8274956767803805,1.7719249266374133
treatment equality,0.05248679605966964,0.278745402597782,0.3312321986574517
