,unpriv,priv,SUM
TP,74.0,164.0,238.0
TN,209.0,77.0,286.0
FP,1.0,13.0,14.0
FN,16.0,46.0,62.0
size,300.0,300.0,600.0
accuracy_equality,0.9433333333333334,0.8033333333333333,1.7466666666666666
opportunity_equality,0.8222222222222222,0.780952380952381,1.6031746031746033
predictive_equality,0.004761904761904762,0.14444444444444443,0.1492063492063492
statistical_parity,0.25,0.59,0.84
predictive_parity,0.9866666666666667,0.9265536723163842,1.9132203389830509
neg_predictive_parity,0.9288888888888889,0.6260162601626016,1.5549051490514905
treatment equality,0.026785714285714288,0.6594202898550724,0.6862060041407867
