,unpriv,priv,SUM
TP,73.0,162.0,235.0
TN,209.0,73.0,282.0
FP,1.0,17.0,18.0
FN,17.0,48.0,65.0
size,300.0,300.0,600.0
accuracy_equality,0.94,0.7833333333333333,1.7233333333333332
opportunity_equality,0.8111111111111111,0.7714285714285715,1.5825396825396827
predictive_equality,0.004761904761904762,0.18888888888888888,0.19365079365079366
statistical_parity,0.24666666666666667,0.5966666666666667,0.8433333333333334
predictive_parity,0.9864864864864865,0.9050279329608939,1.8915144194473803
neg_predictive_parity,0.9247787610619469,0.6033057851239669,1.5280845461859138
treatment equality,0.02521008403361345,0.8263888888888888,0.8515989729225023
