,unpriv,priv,SUM
TP,61.0,156.0,217.0
TN,210.0,85.0,295.0
FP,0.0,5.0,5.0
FN,29.0,54.0,83.0
size,300.0,300.0,600.0
accuracy_equality,0.9033333333333333,0.8033333333333333,1.7066666666666666
opportunity_equality,0.6777777777777778,0.7428571428571429,1.4206349206349207
predictive_equality,0.0,0.05555555555555555,0.05555555555555555
statistical_parity,0.20333333333333334,0.5366666666666666,0.74
predictive_parity,1.0,0.968944099378882,1.968944099378882
neg_predictive_parity,0.8786610878661087,0.6115107913669064,1.4901718792330152
treatment equality,0.0,0.2160493827160494,0.2160493827160494
