,unpriv,priv,SUM
TP,5467.0,6371.0,11838.0
TN,52722.0,49567.0,102289.0
FP,2808.0,3833.0,6641.0
FN,10223.0,11449.0,21672.0
size,71220.0,71220.0,142440.0
accuracy_equality,0.8170317326593654,0.7854254422914911,1.6024571749508565
opportunity_equality,0.3484384958572339,0.35751964085297416,0.7059581367102081
predictive_equality,0.050567260940032416,0.07177902621722847,0.12234628715726088
statistical_parity,0.11618927267621455,0.14327436113451278,0.25946363381072735
predictive_parity,0.6606646525679758,0.6243629949039592,1.285027647471935
neg_predictive_parity,0.8375883707999047,0.8123606922774355,1.6499490630773401
treatment equality,0.07760934404275736,0.1117217440117924,0.18933108805454976
