,unpriv,priv,SUM
TP,5227.0,6553.0,11780.0
TN,52556.0,49780.0,102336.0
FP,2974.0,3620.0,6594.0
FN,10463.0,11267.0,21730.0
size,71220.0,71220.0,142440.0
accuracy_equality,0.8113310867733783,0.7909716371805673,1.6023027239539456
opportunity_equality,0.3331421287444232,0.36773288439955104,0.7008750131439743
predictive_equality,0.05355663605258419,0.06779026217228465,0.12134689822486884
statistical_parity,0.11515023869699523,0.1428390901432182,0.2579893288402134
predictive_parity,0.6373612974027557,0.6441560994790131,1.2815173968817688
neg_predictive_parity,0.8339707072470207,0.8154372860255213,1.649407993272542
treatment equality,0.08031192006738468,0.10721775733647931,0.187529677403864
