,unpriv,priv,SUM
TP,5307.0,6498.0,11805.0
TN,53463.0,50907.0,104370.0
FP,2067.0,2493.0,4560.0
FN,10383.0,11322.0,21705.0
size,71220.0,71220.0,142440.0
accuracy_equality,0.8251895534962089,0.8060235888795282,1.6312131423757372
opportunity_equality,0.33824091778202675,0.36464646464646466,0.7028873824284914
predictive_equality,0.03722312263641275,0.046685393258426966,0.08390851589483972
statistical_parity,0.10353833192923337,0.12624262847514742,0.22978096040438079
predictive_parity,0.7196908055329536,0.7227227227227228,1.4424135282556763
neg_predictive_parity,0.8373743069260408,0.8180591042761414,1.655433411202182
treatment equality,0.056248752207003386,0.07347939479466248,0.12972814700166585
