,unpriv,priv,SUM
TP,5105.0,6135.0,11240.0
TN,53639.0,51125.0,104764.0
FP,1891.0,2275.0,4166.0
FN,10585.0,11685.0,22270.0
size,71220.0,71220.0,142440.0
accuracy_equality,0.8248244875035102,0.8039876439202471,1.6288121314237574
opportunity_equality,0.32536647546207775,0.3442760942760943,0.669642569738172
predictive_equality,0.03405366468575545,0.04260299625468165,0.0766566609404371
statistical_parity,0.09823083403538332,0.11808480763830384,0.21631564167368716
predictive_parity,0.7297026872498571,0.7294887039239001,1.459191391173757
neg_predictive_parity,0.8351862232187345,0.8139627447858622,1.6491489680045968
treatment equality,0.05047727906655673,0.06497093652190218,0.11544821558845891
