,unpriv,priv,SUM
TP,179.0,264.0,443.0
TN,334.0,120.0,454.0
FP,56.0,120.0,176.0
FN,1.0,66.0,67.0
size,570.0,570.0,1140.0
accuracy_equality,0.9,0.6736842105263158,1.5736842105263158
opportunity_equality,0.9944444444444445,0.8,1.7944444444444445
predictive_equality,0.14358974358974358,0.5,0.6435897435897435
statistical_parity,0.41228070175438597,0.6736842105263158,1.0859649122807018
predictive_parity,0.7617021276595745,0.6875,1.4492021276595746
neg_predictive_parity,0.9970149253731343,0.6451612903225806,1.642176215695715
treatment equality,25.846153846153843,2.5,28.346153846153843
