,unpriv,priv,SUM
TP,156.0,214.0,370.0
TN,343.0,182.0,525.0
FP,47.0,58.0,105.0
FN,24.0,116.0,140.0
size,570.0,570.0,1140.0
accuracy_equality,0.875438596491228,0.6947368421052632,1.5701754385964912
opportunity_equality,0.8666666666666667,0.6484848484848484,1.5151515151515151
predictive_equality,0.12051282051282051,0.24166666666666667,0.36217948717948717
statistical_parity,0.356140350877193,0.47719298245614034,0.8333333333333333
predictive_parity,0.7684729064039408,0.7867647058823529,1.5552376122862936
neg_predictive_parity,0.9346049046321526,0.610738255033557,1.5453431596657097
treatment equality,0.9038461538461539,0.6875,1.5913461538461537
