,unpriv,priv,SUM
TP,5032.0,17845.0,22877.0
TN,75062.0,50856.0,125918.0
FP,2668.0,7914.0,10582.0
FN,5318.0,11465.0,16783.0
size,88080.0,88080.0,176160.0
accuracy_equality,0.9093324250681198,0.7799841053587647,1.6893165304268845
opportunity_equality,0.48618357487922703,0.6088365745479358,1.095020149427163
predictive_equality,0.034323941849993565,0.1346605410923941,0.16898448294238766
statistical_parity,0.0874205267938238,0.2924500454132607,0.3798705722070845
predictive_parity,0.6535064935064935,0.6927675763810707,1.3462740698875642
neg_predictive_parity,0.9338392634983826,0.8160331188523933,1.7498723823507758
treatment equality,0.06680195527405668,0.34425647269237425,0.41105842796643094
