,unpriv,priv,SUM
TP,175.0,261.0,436.0
TN,368.0,192.0,560.0
FP,22.0,48.0,70.0
FN,5.0,69.0,74.0
size,570.0,570.0,1140.0
accuracy_equality,0.9526315789473684,0.7947368421052632,1.7473684210526317
opportunity_equality,0.9722222222222222,0.7909090909090909,1.763131313131313
predictive_equality,0.05641025641025641,0.2,0.25641025641025644
statistical_parity,0.3456140350877193,0.5421052631578948,0.8877192982456141
predictive_parity,0.8883248730964467,0.8446601941747572,1.732985067271204
neg_predictive_parity,0.9865951742627346,0.735632183908046,1.7222273581707805
treatment equality,2.030769230769231,0.9565217391304349,2.987290969899666
