,unpriv,priv,SUM
TP,177.0,276.0,453.0
TN,345.0,188.0,533.0
FP,45.0,52.0,97.0
FN,3.0,54.0,57.0
size,570.0,570.0,1140.0
accuracy_equality,0.9157894736842105,0.8140350877192982,1.7298245614035088
opportunity_equality,0.9833333333333333,0.8363636363636363,1.8196969696969696
predictive_equality,0.11538461538461539,0.21666666666666667,0.3320512820512821
statistical_parity,0.3894736842105263,0.5754385964912281,0.9649122807017544
predictive_parity,0.7972972972972973,0.8414634146341463,1.6387607119314436
neg_predictive_parity,0.9913793103448276,0.7768595041322314,1.7682388144770589
treatment equality,6.923076923076923,1.3240740740740742,8.247150997150998
