,unpriv,priv,SUM
TP,122.0,125.0,247.0
TN,390.0,210.0,600.0
FP,0.0,30.0,30.0
FN,58.0,205.0,263.0
size,570.0,570.0,1140.0
accuracy_equality,0.8982456140350877,0.5877192982456141,1.4859649122807017
opportunity_equality,0.6777777777777778,0.3787878787878788,1.0565656565656565
predictive_equality,0.0,0.125,0.125
statistical_parity,0.21403508771929824,0.2719298245614035,0.48596491228070177
predictive_parity,1.0,0.8064516129032258,1.8064516129032258
neg_predictive_parity,0.8705357142857143,0.5060240963855421,1.3765598106712564
treatment equality,0.0,0.20121951219512196,0.20121951219512196
