,unpriv,priv,SUM
TP,305.0,150.0,455.0
TN,1002.0,1170.0,2172.0
FP,288.0,330.0,618.0
FN,265.0,210.0,475.0
size,1860.0,1860.0,3720.0
accuracy_equality,0.7026881720430107,0.7096774193548387,1.4123655913978495
opportunity_equality,0.5350877192982456,0.4166666666666667,0.9517543859649122
predictive_equality,0.22325581395348837,0.22,0.44325581395348834
statistical_parity,0.3188172043010753,0.25806451612903225,0.5768817204301075
predictive_parity,0.5143338954468802,0.3125,0.8268338954468802
neg_predictive_parity,0.7908445146014207,0.8478260869565217,1.6386706015579424
treatment equality,0.48021061869240894,0.3771428571428571,0.8573534758352661
