,unpriv,priv,SUM
TP,87.0,132.0,219.0
TN,390.0,183.0,573.0
FP,0.0,87.0,87.0
FN,153.0,228.0,381.0
size,630.0,630.0,1260.0
accuracy_equality,0.7571428571428571,0.5,1.2571428571428571
opportunity_equality,0.3625,0.36666666666666664,0.7291666666666666
predictive_equality,0.0,0.32222222222222224,0.32222222222222224
statistical_parity,0.1380952380952381,0.3476190476190476,0.4857142857142857
predictive_parity,1.0,0.6027397260273972,1.6027397260273972
neg_predictive_parity,0.7182320441988951,0.44525547445255476,1.1634875186514497
treatment equality,0.0,0.5087719298245614,0.5087719298245614
