,unpriv,priv,SUM
TP,78.0,111.0,189.0
TN,381.0,212.0,593.0
FP,9.0,58.0,67.0
FN,162.0,249.0,411.0
size,630.0,630.0,1260.0
accuracy_equality,0.7285714285714285,0.5126984126984127,1.2412698412698413
opportunity_equality,0.325,0.30833333333333335,0.6333333333333333
predictive_equality,0.023076923076923078,0.21481481481481482,0.2378917378917379
statistical_parity,0.1380952380952381,0.26825396825396824,0.40634920634920635
predictive_parity,0.896551724137931,0.6568047337278107,1.5533564578657417
neg_predictive_parity,0.7016574585635359,0.4598698481561822,1.161527306719718
treatment equality,0.034188034188034185,0.3105756358768407,0.3447636700648749
