,unpriv,priv,SUM
TP,113.0,111.0,224.0
TN,359.0,211.0,570.0
FP,31.0,59.0,90.0
FN,127.0,249.0,376.0
size,630.0,630.0,1260.0
accuracy_equality,0.7492063492063492,0.5111111111111111,1.2603174603174603
opportunity_equality,0.4708333333333333,0.30833333333333335,0.7791666666666667
predictive_equality,0.07948717948717948,0.21851851851851853,0.298005698005698
statistical_parity,0.22857142857142856,0.2698412698412698,0.4984126984126984
predictive_parity,0.7847222222222222,0.6529411764705882,1.4376633986928105
neg_predictive_parity,0.7386831275720165,0.45869565217391306,1.1973787797459297
treatment equality,0.15021199273167776,0.3159303882195449,0.4661423809512226
