,unpriv,priv,SUM
TP,72.0,138.0,210.0
TN,372.0,197.0,569.0
FP,18.0,73.0,91.0
FN,168.0,222.0,390.0
size,630.0,630.0,1260.0
accuracy_equality,0.7047619047619048,0.5317460317460317,1.2365079365079366
opportunity_equality,0.3,0.38333333333333336,0.6833333333333333
predictive_equality,0.046153846153846156,0.27037037037037037,0.31652421652421653
statistical_parity,0.14285714285714285,0.3349206349206349,0.47777777777777775
predictive_parity,0.8,0.6540284360189573,1.4540284360189575
neg_predictive_parity,0.6888888888888889,0.4701670644391408,1.1590559533280298
treatment equality,0.06593406593406594,0.43843843843843844,0.5043725043725044
