,unpriv,priv,SUM
TP,176.0,96.0,272.0
TN,104.0,198.0,302.0
FP,286.0,72.0,358.0
FN,64.0,264.0,328.0
size,630.0,630.0,1260.0
accuracy_equality,0.4444444444444444,0.4666666666666667,0.9111111111111111
opportunity_equality,0.7333333333333333,0.26666666666666666,1.0
predictive_equality,0.7333333333333333,0.26666666666666666,1.0
statistical_parity,0.7333333333333333,0.26666666666666666,1.0
predictive_parity,0.38095238095238093,0.5714285714285714,0.9523809523809523
neg_predictive_parity,0.6190476190476191,0.42857142857142855,1.0476190476190477
treatment equality,2.75,0.36363636363636365,3.1136363636363638
