,unpriv,priv,SUM
TP,180.0,286.0,466.0
TN,311.0,194.0,505.0
FP,79.0,46.0,125.0
FN,0.0,44.0,44.0
size,570.0,570.0,1140.0
accuracy_equality,0.8614035087719298,0.8421052631578947,1.7035087719298245
opportunity_equality,1.0,0.8666666666666667,1.8666666666666667
predictive_equality,0.20256410256410257,0.19166666666666668,0.3942307692307693
statistical_parity,0.4543859649122807,0.5824561403508772,1.036842105263158
predictive_parity,0.694980694980695,0.8614457831325302,1.556426478113225
neg_predictive_parity,1.0,0.8151260504201681,1.815126050420168
treatment equality,0.0,1.4375000000000002,1.4375000000000002
