,unpriv,priv,SUM
TP,176.0,259.0,435.0
TN,368.0,203.0,571.0
FP,22.0,37.0,59.0
FN,4.0,71.0,75.0
size,570.0,570.0,1140.0
accuracy_equality,0.9543859649122807,0.8105263157894737,1.7649122807017543
opportunity_equality,0.9777777777777777,0.7848484848484848,1.7626262626262625
predictive_equality,0.05641025641025641,0.15416666666666667,0.21057692307692308
statistical_parity,0.3473684210526316,0.519298245614035,0.8666666666666667
predictive_parity,0.8888888888888888,0.875,1.7638888888888888
neg_predictive_parity,0.989247311827957,0.7408759124087592,1.7301232242367162
treatment equality,2.5384615384615383,0.7165492957746479,3.2550108342361863
