,unpriv,priv,SUM
TP,177.0,226.0,403.0
TN,384.0,209.0,593.0
FP,6.0,31.0,37.0
FN,3.0,104.0,107.0
size,570.0,570.0,1140.0
accuracy_equality,0.9842105263157894,0.7631578947368421,1.7473684210526317
opportunity_equality,0.9833333333333333,0.6848484848484848,1.668181818181818
predictive_equality,0.015384615384615385,0.12916666666666668,0.14455128205128207
statistical_parity,0.32105263157894737,0.45087719298245615,0.7719298245614035
predictive_parity,0.9672131147540983,0.8793774319066148,1.846590546660713
neg_predictive_parity,0.9922480620155039,0.6677316293929713,1.6599796914084752
treatment equality,0.9230769230769231,0.40985576923076933,1.3329326923076925
