,unpriv,priv,SUM
TP,180.0,164.0,344.0
TN,390.0,211.0,601.0
FP,0.0,29.0,29.0
FN,0.0,166.0,166.0
size,570.0,570.0,1140.0
accuracy_equality,1.0,0.6578947368421053,1.6578947368421053
opportunity_equality,1.0,0.49696969696969695,1.496969696969697
predictive_equality,0.0,0.12083333333333333,0.12083333333333333
statistical_parity,0.3157894736842105,0.3385964912280702,0.6543859649122807
predictive_parity,1.0,0.8497409326424871,1.849740932642487
neg_predictive_parity,1.0,0.5596816976127321,1.5596816976127321
treatment equality,0.0,0.24021084337349397,0.24021084337349397
