,unpriv,priv,SUM
TP,1369.0,1219.0,2588.0
TN,21.0,79.0,100.0
FP,159.0,161.0,320.0
FN,41.0,131.0,172.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.8742138364779874,0.8163522012578617,1.6905660377358491
opportunity_equality,0.9709219858156029,0.902962962962963,1.8738849487785658
predictive_equality,0.8833333333333333,0.6708333333333333,1.5541666666666667
statistical_parity,0.9610062893081761,0.8679245283018868,1.828930817610063
predictive_parity,0.8959424083769634,0.8833333333333333,1.7792757417102967
neg_predictive_parity,0.3387096774193548,0.3761904761904762,0.714900153609831
treatment equality,30.378048780487802,6.913167938931298,37.2912167194191
