,unpriv,priv,SUM
TP,1381.0,1236.0,2617.0
TN,25.0,81.0,106.0
FP,155.0,159.0,314.0
FN,29.0,114.0,143.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.8842767295597485,0.8283018867924529,1.7125786163522014
opportunity_equality,0.9794326241134752,0.9155555555555556,1.8949881796690309
predictive_equality,0.8611111111111112,0.6625,1.5236111111111112
statistical_parity,0.9660377358490566,0.8773584905660378,1.8433962264150945
predictive_parity,0.8990885416666666,0.886021505376344,1.7851100470430108
neg_predictive_parity,0.46296296296296297,0.4153846153846154,0.8783475783475784
treatment equality,41.867816091954026,7.845394736842104,49.71321082879613
