,unpriv,priv,SUM
TP,5310.0,6326.0,11636.0
TN,53207.0,50705.0,103912.0
FP,2323.0,2695.0,5018.0
FN,10380.0,11494.0,21874.0
size,71220.0,71220.0,142440.0
accuracy_equality,0.8216371805672564,0.800772254984555,1.6224094355518113
opportunity_equality,0.3384321223709369,0.3549943883277217,0.6934265106986586
predictive_equality,0.041833243291914284,0.05046816479400749,0.09230140808592177
statistical_parity,0.10717495085650099,0.12666385846672282,0.23383880932322382
predictive_parity,0.6956635660945892,0.7012526327458153,1.3969161988404046
neg_predictive_parity,0.8367590859766934,0.8152060322513224,1.6519651182280157
treatment equality,0.06323348624760454,0.07824453598653328,0.1414780222341378
