,unpriv,priv,SUM
TP,137.0,105.0,242.0
TN,348.0,188.0,536.0
FP,42.0,82.0,124.0
FN,103.0,255.0,358.0
size,630.0,630.0,1260.0
accuracy_equality,0.7698412698412699,0.4650793650793651,1.234920634920635
opportunity_equality,0.5708333333333333,0.2916666666666667,0.8625
predictive_equality,0.1076923076923077,0.3037037037037037,0.4113960113960114
statistical_parity,0.2841269841269841,0.2968253968253968,0.5809523809523809
predictive_parity,0.7653631284916201,0.5614973262032086,1.3268604546948288
neg_predictive_parity,0.7716186252771619,0.42437923250564336,1.1959978577828052
treatment equality,0.25093353248693057,0.4287581699346405,0.6796917024215711
