,unpriv,priv,SUM
TP,153.0,131.0,284.0
TN,355.0,231.0,586.0
FP,35.0,39.0,74.0
FN,87.0,229.0,316.0
size,630.0,630.0,1260.0
accuracy_equality,0.8063492063492064,0.5746031746031746,1.380952380952381
opportunity_equality,0.6375,0.3638888888888889,1.0013888888888889
predictive_equality,0.08974358974358974,0.14444444444444443,0.2341880341880342
statistical_parity,0.2984126984126984,0.2698412698412698,0.5682539682539682
predictive_parity,0.8138297872340425,0.7705882352941177,1.58441802252816
neg_predictive_parity,0.8031674208144797,0.5021739130434782,1.305341333857958
treatment equality,0.2475685234305924,0.22707423580786026,0.47464275923845267
