,unpriv,priv,SUM
TP,148.0,130.0,278.0
TN,352.0,216.0,568.0
FP,38.0,54.0,92.0
FN,92.0,230.0,322.0
size,630.0,630.0,1260.0
accuracy_equality,0.7936507936507936,0.5492063492063493,1.342857142857143
opportunity_equality,0.6166666666666667,0.3611111111111111,0.9777777777777779
predictive_equality,0.09743589743589744,0.2,0.29743589743589743
statistical_parity,0.29523809523809524,0.2920634920634921,0.5873015873015873
predictive_parity,0.7956989247311828,0.7065217391304348,1.5022206638616176
neg_predictive_parity,0.7927927927927928,0.484304932735426,1.2770977255282188
treatment equality,0.25418060200668896,0.3130434782608696,0.5672240802675586
