,unpriv,priv,SUM
TP,159.0,152.0,311.0
TN,339.0,210.0,549.0
FP,51.0,60.0,111.0
FN,81.0,208.0,289.0
size,630.0,630.0,1260.0
accuracy_equality,0.7904761904761904,0.5746031746031746,1.3650793650793651
opportunity_equality,0.6625,0.4222222222222222,1.0847222222222221
predictive_equality,0.13076923076923078,0.2222222222222222,0.35299145299145296
statistical_parity,0.3333333333333333,0.33650793650793653,0.6698412698412699
predictive_parity,0.7571428571428571,0.7169811320754716,1.4741239892183287
neg_predictive_parity,0.8071428571428572,0.5023923444976076,1.3095352016404647
treatment equality,0.38746438746438744,0.38461538461538464,0.7720797720797721
