,unpriv,priv,SUM
TP,155.0,177.0,332.0
TN,319.0,195.0,514.0
FP,71.0,75.0,146.0
FN,85.0,183.0,268.0
size,630.0,630.0,1260.0
accuracy_equality,0.7523809523809524,0.5904761904761905,1.342857142857143
opportunity_equality,0.6458333333333334,0.49166666666666664,1.1375
predictive_equality,0.18205128205128204,0.2777777777777778,0.45982905982905986
statistical_parity,0.35873015873015873,0.4,0.7587301587301587
predictive_parity,0.6858407079646017,0.7023809523809523,1.388221660345554
neg_predictive_parity,0.7896039603960396,0.5158730158730159,1.3054769762690555
treatment equality,0.5140271493212669,0.546448087431694,1.060475236752961
