,unpriv,priv,SUM
TP,158.0,161.0,319.0
TN,331.0,206.0,537.0
FP,59.0,64.0,123.0
FN,82.0,199.0,281.0
size,630.0,630.0,1260.0
accuracy_equality,0.7761904761904762,0.5825396825396826,1.3587301587301588
opportunity_equality,0.6583333333333333,0.44722222222222224,1.1055555555555556
predictive_equality,0.15128205128205127,0.23703703703703705,0.38831908831908835
statistical_parity,0.34444444444444444,0.35714285714285715,0.7015873015873015
predictive_parity,0.728110599078341,0.7155555555555555,1.4436661546338965
neg_predictive_parity,0.801452784503632,0.508641975308642,1.3100947598122739
treatment equality,0.44277673545966223,0.4288107202680067,0.8715874557276689
