,unpriv,priv,SUM
TP,149.0,155.0,304.0
TN,326.0,203.0,529.0
FP,64.0,67.0,131.0
FN,91.0,205.0,296.0
size,630.0,630.0,1260.0
accuracy_equality,0.753968253968254,0.5682539682539682,1.3222222222222222
opportunity_equality,0.6208333333333333,0.4305555555555556,1.051388888888889
predictive_equality,0.1641025641025641,0.24814814814814815,0.41225071225071225
statistical_parity,0.3380952380952381,0.3523809523809524,0.6904761904761905
predictive_parity,0.6995305164319249,0.6981981981981982,1.397728714630123
neg_predictive_parity,0.7817745803357314,0.49754901960784315,1.2793235999435746
treatment equality,0.43279797125950975,0.43577235772357725,0.8685703289830871
