,unpriv,priv,SUM
TP,12.0,207.0,219.0
TN,210.0,49.0,259.0
FP,0.0,41.0,41.0
FN,78.0,3.0,81.0
size,300.0,300.0,600.0
accuracy_equality,0.74,0.8533333333333334,1.5933333333333333
opportunity_equality,0.13333333333333333,0.9857142857142858,1.119047619047619
predictive_equality,0.0,0.45555555555555555,0.45555555555555555
statistical_parity,0.04,0.8266666666666667,0.8666666666666667
predictive_parity,1.0,0.8346774193548387,1.8346774193548387
neg_predictive_parity,0.7291666666666666,0.9423076923076923,1.671474358974359
treatment equality,0.0,31.88888888888889,31.88888888888889
