,unpriv,priv,SUM
TP,45.0,209.0,254.0
TN,210.0,30.0,240.0
FP,0.0,60.0,60.0
FN,45.0,1.0,46.0
size,300.0,300.0,600.0
accuracy_equality,0.85,0.7966666666666666,1.6466666666666665
opportunity_equality,0.5,0.9952380952380953,1.4952380952380953
predictive_equality,0.0,0.6666666666666666,0.6666666666666666
statistical_parity,0.15,0.8966666666666666,1.0466666666666666
predictive_parity,1.0,0.7769516728624535,1.7769516728624535
neg_predictive_parity,0.8235294117647058,0.967741935483871,1.7912713472485768
treatment equality,0.0,139.99999999999997,139.99999999999997
