,unpriv,priv,SUM
TP,44.0,207.0,251.0
TN,210.0,53.0,263.0
FP,0.0,37.0,37.0
FN,46.0,3.0,49.0
size,300.0,300.0,600.0
accuracy_equality,0.8466666666666667,0.8666666666666667,1.7133333333333334
opportunity_equality,0.4888888888888889,0.9857142857142858,1.4746031746031747
predictive_equality,0.0,0.4111111111111111,0.4111111111111111
statistical_parity,0.14666666666666667,0.8133333333333334,0.96
predictive_parity,1.0,0.8483606557377049,1.848360655737705
neg_predictive_parity,0.8203125,0.9464285714285714,1.7667410714285714
treatment equality,0.0,28.77777777777778,28.77777777777778
