,unpriv,priv,SUM
TP,4959.0,17679.0,22638.0
TN,76553.0,53837.0,130390.0
FP,1177.0,4933.0,6110.0
FN,5391.0,11631.0,17022.0
size,88080.0,88080.0,176160.0
accuracy_equality,0.9254314259763851,0.8119436875567666,1.7373751135331517
opportunity_equality,0.4791304347826087,0.6031729785056295,1.082303413288238
predictive_equality,0.01514215875466358,0.08393738301854688,0.09907954177321046
statistical_parity,0.06966394187102634,0.2567211625794732,0.3263851044504995
predictive_parity,0.8081812255541069,0.7818415000884487,1.5900227256425556
neg_predictive_parity,0.9342111686029484,0.822340685525753,1.7565518541287015
treatment equality,0.029070922483911715,0.21152133920330227,0.24059226168721398
