,unpriv,priv,SUM
TP,176.0,240.0,416.0
TN,363.0,193.0,556.0
FP,27.0,47.0,74.0
FN,4.0,90.0,94.0
size,570.0,570.0,1140.0
accuracy_equality,0.9456140350877194,0.7596491228070176,1.7052631578947368
opportunity_equality,0.9777777777777777,0.7272727272727273,1.705050505050505
predictive_equality,0.06923076923076923,0.19583333333333333,0.26506410256410257
statistical_parity,0.356140350877193,0.5035087719298246,0.8596491228070176
predictive_parity,0.8669950738916257,0.8362369337979094,1.703232007689535
neg_predictive_parity,0.989100817438692,0.6819787985865724,1.6710796160252643
treatment equality,3.1153846153846154,0.7180555555555556,3.833440170940171
