,unpriv,priv,SUM
TP,176.0,243.0,419.0
TN,329.0,188.0,517.0
FP,61.0,52.0,113.0
FN,4.0,87.0,91.0
size,570.0,570.0,1140.0
accuracy_equality,0.8859649122807017,0.756140350877193,1.6421052631578947
opportunity_equality,0.9777777777777777,0.7363636363636363,1.7141414141414142
predictive_equality,0.1564102564102564,0.21666666666666667,0.3730769230769231
statistical_parity,0.41578947368421054,0.5175438596491229,0.9333333333333333
predictive_parity,0.7426160337552743,0.823728813559322,1.5663448473145962
neg_predictive_parity,0.987987987987988,0.6836363636363636,1.6716243516243516
treatment equality,7.038461538461538,0.8218390804597702,7.8603006189213085
