,unpriv,priv,SUM
TP,164.0,205.0,369.0
TN,374.0,196.0,570.0
FP,16.0,44.0,60.0
FN,16.0,125.0,141.0
size,570.0,570.0,1140.0
accuracy_equality,0.9438596491228071,0.7035087719298245,1.6473684210526316
opportunity_equality,0.9111111111111111,0.6212121212121212,1.5323232323232323
predictive_equality,0.041025641025641026,0.18333333333333332,0.22435897435897434
statistical_parity,0.3157894736842105,0.4368421052631579,0.7526315789473684
predictive_parity,0.9111111111111111,0.8232931726907631,1.734404283801874
neg_predictive_parity,0.958974358974359,0.6105919003115264,1.5695662592858854
treatment equality,0.4615384615384615,0.484,0.9455384615384614
