,unpriv,priv,SUM
TP,1284.0,1216.0,2500.0
TN,61.0,85.0,146.0
FP,119.0,155.0,274.0
FN,126.0,134.0,260.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.8459119496855346,0.8182389937106919,1.6641509433962265
opportunity_equality,0.9106382978723404,0.9007407407407407,1.8113790386130812
predictive_equality,0.6611111111111111,0.6458333333333334,1.3069444444444445
statistical_parity,0.8823899371069183,0.8622641509433963,1.7446540880503145
predictive_parity,0.9151817533856023,0.886943836615609,1.8021255900012112
neg_predictive_parity,0.32620320855614976,0.3881278538812785,0.7143310624374283
treatment equality,7.398148148148148,6.506529850746269,13.904677998894417
