,unpriv,priv,SUM
TP,1201.0,1163.0,2364.0
TN,70.0,102.0,172.0
FP,110.0,138.0,248.0
FN,209.0,187.0,396.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.79937106918239,0.7955974842767296,1.5949685534591196
opportunity_equality,0.85177304964539,0.8614814814814815,1.7132545311268714
predictive_equality,0.6111111111111112,0.575,1.1861111111111111
statistical_parity,0.8245283018867925,0.8182389937106919,1.6427672955974844
predictive_parity,0.916094584286804,0.8939277478862413,1.8100223321730453
neg_predictive_parity,0.25089605734767023,0.35294117647058826,0.6038372338182585
treatment equality,4.1228070175438605,4.151069518716578,8.273876536260438
