,unpriv,priv,SUM
TP,4740.0,10245.0,14985.0
TN,53201.0,33282.0,86483.0
FP,2329.0,20118.0,22447.0
FN,10950.0,7575.0,18525.0
size,71220.0,71220.0,142440.0
accuracy_equality,0.8135495647290087,0.6111625947767481,1.4247121595057568
opportunity_equality,0.30210325047801145,0.5749158249158249,0.8770190753938364
predictive_equality,0.0419412929947776,0.37674157303370787,0.4186828660284855
statistical_parity,0.09925582701488346,0.4263268744734625,0.525582701488346
predictive_parity,0.6705333144716368,0.33741725125975697,1.0079505657313939
neg_predictive_parity,0.8293089741391405,0.8145972538365519,1.6439062279756924
treatment equality,0.06009670201717447,0.8862752252753365,0.946371927292511
