,unpriv,priv,SUM
TP,43.0,171.0,214.0
TN,209.0,80.0,289.0
FP,1.0,10.0,11.0
FN,47.0,39.0,86.0
size,300.0,300.0,600.0
accuracy_equality,0.84,0.8366666666666667,1.6766666666666667
opportunity_equality,0.4777777777777778,0.8142857142857143,1.2920634920634921
predictive_equality,0.004761904761904762,0.1111111111111111,0.11587301587301586
statistical_parity,0.14666666666666667,0.6033333333333334,0.75
predictive_parity,0.9772727272727273,0.9447513812154696,1.922024108488197
neg_predictive_parity,0.81640625,0.6722689075630253,1.4886751575630253
treatment equality,0.00911854103343465,0.5982905982905983,0.607409139324033
