,unpriv,priv,SUM
TP,56.0,175.0,231.0
TN,210.0,59.0,269.0
FP,0.0,31.0,31.0
FN,34.0,35.0,69.0
size,300.0,300.0,600.0
accuracy_equality,0.8866666666666667,0.78,1.6666666666666667
opportunity_equality,0.6222222222222222,0.8333333333333334,1.4555555555555557
predictive_equality,0.0,0.34444444444444444,0.34444444444444444
statistical_parity,0.18666666666666668,0.6866666666666666,0.8733333333333333
predictive_parity,1.0,0.8495145631067961,1.849514563106796
neg_predictive_parity,0.860655737704918,0.6276595744680851,1.488315312173003
treatment equality,0.0,2.066666666666667,2.066666666666667
