,unpriv,priv,SUM
TP,53.0,177.0,230.0
TN,209.0,62.0,271.0
FP,1.0,28.0,29.0
FN,37.0,33.0,70.0
size,300.0,300.0,600.0
accuracy_equality,0.8733333333333333,0.7966666666666666,1.67
opportunity_equality,0.5888888888888889,0.8428571428571429,1.4317460317460318
predictive_equality,0.004761904761904762,0.3111111111111111,0.31587301587301586
statistical_parity,0.18,0.6833333333333333,0.8633333333333333
predictive_parity,0.9814814814814815,0.8634146341463415,1.844896115627823
neg_predictive_parity,0.8495934959349594,0.6526315789473685,1.5022250748823278
treatment equality,0.011583011583011584,1.97979797979798,1.9913809913809914
