,unpriv,priv,SUM
TP,60.0,173.0,233.0
TN,210.0,60.0,270.0
FP,0.0,30.0,30.0
FN,30.0,37.0,67.0
size,300.0,300.0,600.0
accuracy_equality,0.9,0.7766666666666666,1.6766666666666667
opportunity_equality,0.6666666666666666,0.8238095238095238,1.4904761904761905
predictive_equality,0.0,0.3333333333333333,0.3333333333333333
statistical_parity,0.2,0.6766666666666666,0.8766666666666667
predictive_parity,1.0,0.8522167487684729,1.8522167487684729
neg_predictive_parity,0.875,0.6185567010309279,1.4935567010309279
treatment equality,0.0,1.8918918918918917,1.8918918918918917
