,unpriv,priv,SUM
TP,71.0,200.0,271.0
TN,210.0,74.0,284.0
FP,0.0,16.0,16.0
FN,19.0,10.0,29.0
size,300.0,300.0,600.0
accuracy_equality,0.9366666666666666,0.9133333333333333,1.85
opportunity_equality,0.7888888888888889,0.9523809523809523,1.7412698412698413
predictive_equality,0.0,0.17777777777777778,0.17777777777777778
statistical_parity,0.23666666666666666,0.72,0.9566666666666667
predictive_parity,1.0,0.9259259259259259,1.925925925925926
neg_predictive_parity,0.9170305676855895,0.8809523809523809,1.7979829486379706
treatment equality,0.0,3.733333333333334,3.733333333333334
