,unpriv,priv,SUM
TP,257.0,61.0,318.0
TN,1167.0,1391.0,2558.0
FP,123.0,109.0,232.0
FN,313.0,299.0,612.0
size,1860.0,1860.0,3720.0
accuracy_equality,0.7655913978494624,0.7806451612903226,1.546236559139785
opportunity_equality,0.45087719298245615,0.16944444444444445,0.6203216374269006
predictive_equality,0.09534883720930233,0.07266666666666667,0.168015503875969
statistical_parity,0.20430107526881722,0.0913978494623656,0.2956989247311828
predictive_parity,0.6763157894736842,0.3588235294117647,1.035139318885449
neg_predictive_parity,0.7885135135135135,0.823076923076923,1.6115904365904365
treatment equality,0.1736384575377071,0.08749163879598662,0.2611300963336937
