,unpriv,priv,SUM
TP,298.0,104.0,402.0
TN,1139.0,1345.0,2484.0
FP,151.0,155.0,306.0
FN,272.0,256.0,528.0
size,1860.0,1860.0,3720.0
accuracy_equality,0.7725806451612903,0.7790322580645161,1.5516129032258066
opportunity_equality,0.5228070175438596,0.28888888888888886,0.8116959064327485
predictive_equality,0.11705426356589148,0.10333333333333333,0.22038759689922482
statistical_parity,0.2413978494623656,0.139247311827957,0.38064516129032255
predictive_parity,0.6636971046770601,0.4015444015444015,1.0652415062214615
neg_predictive_parity,0.8072289156626506,0.8400999375390381,1.6473288532016888
treatment equality,0.24529753761969905,0.14531249999999998,0.39061003761969904
